,,MATUTINO,-,-,-,-,-,VESPERTINO,-,-,-,-,-,NOTURNO,-,-,-,-,-
,,SEG,TER,QUA,QUI,SEX,SAB,SEG,TER,QUA,QUI,SEX,SAB,SEG,TER,QUA,QUI,SEX,SAB
Não Alocadas (0),Salas,,,,,,,,,,,,,,,,,,
-,303-B,MED - 5 (GSA193_1),MED - 5 (GSA191_1),MED - 7 (GSA287_1),MED - 5 (GSA189_1),MED - 5 (GSA192_1),GEO - 4 (GEX559_1),MED - 5 (GSA188_1) | MED - 5 (GSA193_1) | MED - 9 (GSA296_1),MED - 5 (GSA191_1) | MED - 5 (GSA284_1),MED - 5 (GSA188_1),MED - 5 (GSA190_1) | MED - 5 (GSA283_1),MED - 5 (GSA189_1),GEO - 9 (GCH637_1),MED - 9 (GSA296_1),GEO - 4 (GEX559_1),MED - 5 (GSA192_1),GEO - 4 (GCH623_1) | MED - 5 (GSA190_1) | MED - 5 (GSA283_1),GEO - 4 (GCH293_6),-
-,304-B,MED - 1 (GSA140_1) | MED - 1 (GSA271_1),MED - 1 (GSA271_1),MED - 1 (GSA140_1),MED - 1 (GCH290_13),MED - 1 (GSA271_1),-,MED - 1 (GCH293_8),MED - 1 (GSA142_1),MED - 1 (GSA271_1),MED - 1 (GSA142_1),MED - 1 (GSA143_1) | MED - 1 (GSA268_1),-,GEO - 8 (GCH632_1),GEO - 8 (GCH628_1),GEO - 8 (GCH633_1),GEO - 8 (GCH292_10),MED - 1 (GLA104_8),-
-,305-B,CC - 4 (GEX612_1),CC - 4 (GEX612_1),-,-,-,-,CC - 4 (GEX612_1) | CC - 4 (GEX613_2),CC - 4 (GEN254_1) | CC - 4 (GEX102_1),CC - 4 (GEX090_1) | CC - 4 (GEX612_1),CC - 4 (GEN254_1) | CC - 4 (GEX102_1),CC - 4 (GEX090_1) | CC - 4 (GEX613_2),-,CC - 7 (GEX395_1),CC - 7 (GCS238_2),CC - 7 (GEX618_1),CC - 7 (GEX107_1),CC - 7 (GEX617_1),-
-,308-B,-,-,-,CC - 8 (GEX658_1),CC - 8 (GEX658_1),CC - 8 (GEX658_1),CC - 8 (GCS239_2),CC - 2 (GEN253_1) | CC - 2 (GEX605_2),CC - 2 (GEX195_1),CC - 2 (GEX055_1) | CC - 2 (GEX605_2),CC - 2 (GEX055_1) | CC - 2 (GEX195_1),-,CC - 5 (GEX101_1),CC - 5 (GEX091_1),CC - 5 (GEX607_1),CC - 5 (GEX110_1),CC - 5 (GEX616_1),-
-,309-B,-,-,-,-,-,-,CC - 6 (GEX105_1) | CC - 6 (GEX108_1),CC - 6 (GCS580_1) | CC - 6 (GEX614_1),CC - 6 (GCH292_2),CC - 6 (GCS580_1) | CC - 6 (GEX105_1),CC - 6 (GEX108_1) | CC - 6 (GEX614_1),-,CC - 3 (GEX098_2),CC - 1 (GEX208_2),CC - 1 (GEX213_1),CC - 1 (GEX003_1),CC - 1 (GEX210_2),-
-,310-B,-,-,-,CC - 9 (GEX657_1),CC - 9 (GEX657_1),CC - 9 (GEX657_1),CC - 2 (GEX178_1) | CC - 4 (GEX613_1),CC - 2 (GEX605_3),CC - opt (GEX1082_1) | CC - 2 (GEX178_1),CC - opt (GEX1082_1) | CC - 2 (GEX605_3),CC - 4 (GEX613_1),-,CC - opt (GEX635_1),CC - 3 (GEX392_1),CC - 4 (GCH290_5),CC - opt (GEX1083_1),CC - 3 (GEX609_1),-
-,103-C,-,-,-,-,-,-,-,-,-,-,-,-,-,-FUSÃO: MATEMÁTICA + PEDAGOGIA - 6 (GCH837_2),-FUSÃO: GEOGRAFIA + HISTÓRIA - 4 (GCH374_1),GEO - 4 (GCH623_1),-,-
-,105-C,-,-,PED - 4 (GCH1104_1),PED - 4 (GCH1103_1),PED - 4 (GEX210_4),-,FIL - 9 (GCH860_1),-,-,FIL - 2 (GCH845_1),-,-,FIL - 2 (GCH848_1),FIL - 2 (GLA103_3),FIL - 2 (GEX211_2),FIL - 2 (GCH845_1),FIL - 3 (GCH856_1),-
-,215-C,-,-,-,-,-,-,-,-,-,-,-,-,FIL - 4 (GCH847_1),-,-,CS - 8 (GCH1457_1),FIL - 4 (GCH850_1),-
-,216-C,-,AGRO - opt (GEX431_1),-,HIS - 8 (GCH390_1),AGRO - opt (GCA657_1),-,ENF - 4 (GCH012_2),ENF - 4 (GSA014_1),ENF - 4 (GSA012_1),ENF - 4 (GCB029_1),AGRO - opt (GCA315_1),-,HIS - 8 (GCH389_1),HIS - 8 (GCH387_1),CS - opt (GCH1433_1),HIS - 8 (GCH390_1),HIS - 8 (GCH388_1),-
-,217-C,AGRO - 4 (GCA210_2),-,AGRO - 4 (GCA218_2) | AGRO - 4 (GCB130_1),AGRO - 4 (GCA037_1),AGRO - 4 (GCA045_1),FIL - 6 (GCH854_1),AGRO - 4 (GEX116_1),AGRO - 4 (GCH012_1) | FIL - 6 (GCH837_1),AGRO - 4 (GCA034_1),AGRO - 4 (GCH008_1),-,-,FIL - 6 (GCH839_2),FIL - 6 (GCH837_1),FIL - 6 (GCH857_1),FIL - 6 (GCH854_1),-FUSÃO: CIÊNCIAS SOCIAIS + MATEMÁTICA + PEDAGOGIA  - 8 (GCH1031_1),-
-,218-C,FIL - 8 (GCH859_1),-,-,-,-,-,EAS - 2 (GEX178_2) | EAS - 2 (GEX607_2),EAS - 2 (GEX186_1) | EAS - 2 (GEX607_2),EAS - 2 (GEX178_2) | EAS - 2 (GEX210_16),EAS - 2 (GCB184_1) | EAS - 2 (GEX186_1),EAS - 2 (GEX206_1) | EAS - 2 (GEX210_16),FIL - 8 (GCH843_1),FIL - 8 (GCH852_1),-FUSÃO: FILOSOFIA + LETRAS - 4 (GCH833_1),FIL - 8 (GCH844_1),LETRAS - PIN - opt (GEX006_2),FIL - 8 (GCH853_1),-
-,302-C,-,-,-,-,-,-,-,-,-,-,-,-,ADM - 7 (GCS080_1),ADM - 7 (GCS077_1),ADM - 7 (GCS544_1),ADM - 7 (GCS545_1),ADM - 7 (GCS239_3),-
-,311-C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,311-DE,-,-,-,-,-,-,-,-,-,-,-,-,LETRAS - PIN - opt (GEX212_3),-,-FUSÃO: CIÊNCIAS SOCIAIS + FILOSOFIA + MATEMÁTICA - 4 (GCH838_1),-,-,-
-,109-DE,AGRO - 4 (GCA210_1),-,-,AGRO - 4 (GCA037_2),-,-,AGRO - 4 (GEX116_2),-,LETRAS - PROIMIGRANTE - opt (GLA004_2),-,-,-,ADM - 1 (GEX212_4),ADM - 1 (GCH290_11),ADM - 1 (GCS534_1),ADM - 1 (GLA104_3),ADM - 1 (GCS525_1),-
-,110-DE,-,-,AGRO - 2 (GCB107_1),AGRO - 2 (GCA210_4) | AGRO - 2 (GCB056_5),AGRO - 2 (GEX190_2),-,-,AGRO - 2 (GCB056_5),-,-,-,-,ADM - 3 (GCS530_1),ADM - 3 (GCH087_1),ADM - 3 (GEX210_3),-,ADM - 3 (GCS531_1),-
