Disciplina,Horario,Sala,Capacidade Restante
GEX776_1,Horario_3_16,205-A,25
GEX777_1,Horario_2_1,309-B,25
GEX777_1,Horario_2_2,309-B,25
GEX777_1,Horario_2_3,309-B,25
GEX777_1,Horario_2_4,309-B,25
GEX777_1,Horario_2_5,309-B,25
GLA104_4,Horario_3_13,207-A,25
GLA104_4,Horario_3_14,207-A,25
GLA104_4,Horario_3_15,207-A,25
GLA104_4,Horario_3_16,207-A,25
GLA213_1,Horario_2_13,201-B,25
GLA213_1,Horario_2_14,201-B,25
GLA213_1,Horario_2_15,201-B,25
GLA213_1,Horario_2_16,201-B,25
GLA237_1,Horario_2_13,301-B,25
GLA237_1,Horario_2_14,301-B,25
GLA237_1,Horario_2_15,301-B,25
GLA237_1,Horario_2_16,301-B,25
GLA238_1,Horario_4_1,309-A,25
GLA238_1,Horario_4_2,309-A,25
GLA238_1,Horario_4_3,309-A,25
GLA238_1,Horario_4_4,309-A,25
GLA239_1,Horario_2_1,201-A,25
GLA239_1,Horario_2_2,201-A,25
GLA239_1,Horario_2_3,201-A,25
GLA239_1,Horario_2_4,201-A,25
GLA240_1,Horario_5_13,305-A,25
GLA240_1,Horario_5_14,305-A,25
GLA240_1,Horario_5_15,305-A,25
GLA240_1,Horario_5_16,305-A,25
