Disciplina,Horario,Sala,Capacidade Restante
GCH838_1,Horario_4_13,304-B,25
GCH838_1,Horario_4_14,304-B,25
GCH838_1,Horario_4_15,304-B,25
GCH838_1,Horario_4_16,304-B,25
GCS238_5,Horario_2_13,203-A,25
GCS238_5,Horario_2_14,203-A,25
GCS238_5,Horario_2_15,203-A,25
GCS238_5,Horario_2_16,203-A,25
GCH1031_1,Horario_6_13,MINIAUDITÓRIO-C,5
GCH1031_1,Horario_6_14,MINIAUDITÓRIO-C,5
GCH1031_1,Horario_6_15,MINIAUDITÓRIO-C,5
GCH1031_1,Horario_6_16,MINIAUDITÓRIO-C,5
GCH291_1,Horario_2_1,203-B,25
GCH291_1,Horario_2_2,203-B,25
GCH291_1,Horario_2_3,203-B,25
GCH291_1,Horario_2_4,203-B,25
GCH833_1,Horario_3_13,207-B,25
GCH833_1,Horario_3_14,207-B,25
GCH833_1,Horario_3_15,207-B,25
GCH833_1,Horario_3_16,207-B,25
GCH840_1,Horario_5_13,208-B,25
GCH840_1,Horario_5_14,208-B,25
GCH840_1,Horario_5_15,208-B,25
GCH840_1,Horario_5_16,208-B,25
GCH374_1,Horario_4_13,LAB-EST-C,5
GCH374_1,Horario_4_14,LAB-EST-C,5
GCH374_1,Horario_4_15,LAB-EST-C,5
GCH374_1,Horario_4_16,LAB-EST-C,5
GCH383_1,Horario_6_13,303-A,25
GCH383_1,Horario_6_14,303-A,25
GCH383_1,Horario_6_15,303-A,25
GCH383_1,Horario_6_16,303-A,25
GCH837_2,Horario_3_13,220-C,25
GCH837_2,Horario_3_14,220-C,25
GCH837_2,Horario_3_15,220-C,25
GCH837_2,Horario_3_16,220-C,25
GCH087_1,Horario_3_13,201-A,25
GCH087_1,Horario_3_14,201-A,25
GCH087_1,Horario_3_15,201-A,25
GCH087_1,Horario_3_16,201-A,25
GCH290_11,Horario_3_13,301-A,25
GCH290_11,Horario_3_14,301-A,25
GCH290_11,Horario_3_15,301-A,25
GCH290_11,Horario_3_16,301-A,25
GCH293_3,Horario_2_2,302-C,25
GCH293_3,Horario_2_3,302-C,25
GCH293_3,Horario_2_4,302-C,25
GCH293_3,Horario_2_5,302-C,25
GCS066_1,Horario_5_1,208-A,25
GCS066_1,Horario_5_2,208-A,25
GCS066_1,Horario_5_3,208-A,25
GCS066_1,Horario_5_4,208-A,25
GCS066_1,Horario_5_5,208-A,25
GCS068_1,Horario_6_2,312-C,25
GCS068_1,Horario_6_3,312-C,25
GCS068_1,Horario_6_4,312-C,25
GCS068_1,Horario_6_5,312-C,25
GCS072_1,Horario_2_2,302-A,25
GCS072_1,Horario_2_3,302-A,25
GCS072_1,Horario_2_4,302-A,25
GCS072_1,Horario_2_5,302-A,25
GCS077_1,Horario_3_13,311-C,25
GCS077_1,Horario_3_14,311-C,25
GCS077_1,Horario_3_15,311-C,25
GCS077_1,Horario_3_16,311-C,25
GCS080_1,Horario_2_13,209-A,25
GCS080_1,Horario_2_14,209-A,25
GCS080_1,Horario_2_15,209-A,25
GCS080_1,Horario_2_16,209-A,25
GCS081_1,Horario_5_1,302-A,25
GCS081_1,Horario_5_2,302-A,25
GCS081_1,Horario_5_3,302-A,25
GCS081_1,Horario_5_4,302-A,25
GCS081_1,Horario_5_5,302-A,25
GCS082_1,Horario_5_1,304-B,25
GCS082_1,Horario_5_2,304-B,25
GCS082_1,Horario_5_3,304-B,25
GCS082_1,Horario_5_4,304-B,25
GCS082_1,Horario_5_5,304-B,25
GCS235_1,Horario_2_2,LAB-EST-C,5
GCS235_1,Horario_2_3,LAB-EST-C,5
GCS235_1,Horario_2_4,LAB-EST-C,5
GCS235_1,Horario_2_5,LAB-EST-C,5
GCS238_9,Horario_6_2,301-C,25
GCS238_9,Horario_6_3,301-C,25
GCS238_9,Horario_6_4,301-C,25
GCS238_9,Horario_6_5,301-C,25
GCS239_3,Horario_6_13,304-B,25
GCS239_3,Horario_6_14,304-B,25
GCS239_3,Horario_6_15,304-B,25
GCS239_3,Horario_6_16,304-B,25
GCS525_1,Horario_6_13,204-A,25
GCS525_1,Horario_6_14,204-A,25
GCS525_1,Horario_6_15,204-A,25
GCS525_1,Horario_6_16,204-A,25
GCS526_1,Horario_5_1,202-B,25
GCS526_1,Horario_5_2,202-B,25
GCS526_1,Horario_5_3,202-B,25
GCS526_1,Horario_5_4,202-B,25
GCS526_1,Horario_5_5,202-B,25
GCS527_1,Horario_3_2,308-A,25
GCS527_1,Horario_3_3,308-A,25
GCS527_1,Horario_3_4,308-A,25
GCS527_1,Horario_3_5,308-A,25
GCS528_1,Horario_3_13,202-A,25
GCS528_1,Horario_3_14,202-A,25
GCS528_1,Horario_3_15,202-A,25
GCS528_1,Horario_3_16,202-A,25
GCS529_1,Horario_7_2,305-B,25
GCS529_1,Horario_7_3,305-B,25
GCS529_1,Horario_7_4,305-B,25
GCS529_1,Horario_7_5,305-B,25
GCS529_1,Horario_5_13,305-B,25
GCS529_1,Horario_5_14,305-B,25
GCS529_1,Horario_5_15,305-B,25
GCS529_1,Horario_5_16,305-B,25
GCS530_1,Horario_2_13,303-B,25
GCS530_1,Horario_2_14,303-B,25
GCS530_1,Horario_2_15,303-B,25
GCS530_1,Horario_2_16,303-B,25
GCS531_1,Horario_6_13,301-B,25
GCS531_1,Horario_6_14,301-B,25
GCS531_1,Horario_6_15,301-B,25
GCS531_1,Horario_6_16,301-B,25
GCS532_1,Horario_2_2,309-A,25
GCS532_1,Horario_2_3,309-A,25
GCS532_1,Horario_2_4,309-A,25
GCS532_1,Horario_2_5,309-A,25
GCS533_1,Horario_4_2,204-B,25
GCS533_1,Horario_4_3,204-B,25
GCS533_1,Horario_4_4,204-B,25
GCS533_1,Horario_4_5,204-B,25
GCS534_1,Horario_4_13,313-C,25
GCS534_1,Horario_4_14,313-C,25
GCS534_1,Horario_4_15,313-C,25
GCS534_1,Horario_4_16,313-C,25
GCS535_1,Horario_3_2,220-C,25
GCS535_1,Horario_3_3,220-C,25
GCS535_1,Horario_3_4,220-C,25
GCS535_1,Horario_3_5,220-C,25
GCS536_1,Horario_4_13,305-B,25
GCS536_1,Horario_4_14,305-B,25
GCS536_1,Horario_4_15,305-B,25
GCS536_1,Horario_4_16,305-B,25
GCS537_1,Horario_5_13,302-C,25
GCS537_1,Horario_5_14,302-C,25
GCS537_1,Horario_5_15,302-C,25
GCS537_1,Horario_5_16,302-C,25
GCS538_1,Horario_2_13,309-B,25
GCS538_1,Horario_2_14,309-B,25
GCS538_1,Horario_2_15,309-B,25
GCS538_1,Horario_2_16,309-B,25
GCS539_1,Horario_6_13,313-C,25
GCS539_1,Horario_6_14,313-C,25
GCS539_1,Horario_6_15,313-C,25
GCS539_1,Horario_6_16,313-C,25
GCS540_1,Horario_3_13,309-A,25
GCS540_1,Horario_3_14,309-A,25
GCS540_1,Horario_3_15,309-A,25
GCS540_1,Horario_3_16,309-A,25
GCS541_1,Horario_3_2,204-A,25
GCS541_1,Horario_3_3,204-A,25
GCS541_1,Horario_3_4,204-A,25
GCS541_1,Horario_3_5,204-A,25
GCS542_1,Horario_6_2,207-B,25
GCS542_1,Horario_6_3,207-B,25
GCS542_1,Horario_6_4,207-B,25
GCS542_1,Horario_6_5,207-B,25
GCS543_1,Horario_4_2,206-A,25
GCS543_1,Horario_4_3,206-A,25
GCS543_1,Horario_4_4,206-A,25
GCS543_1,Horario_4_5,206-A,25
GCS544_1,Horario_4_13,309-B,25
GCS544_1,Horario_4_14,309-B,25
GCS544_1,Horario_4_15,309-B,25
GCS544_1,Horario_4_16,309-B,25
GCS545_1,Horario_5_13,105-C,80
GCS545_1,Horario_5_14,105-C,80
GCS545_1,Horario_5_15,105-C,80
GCS545_1,Horario_5_16,105-C,80
GCS546_1,Horario_3_2,301-C,25
GCS546_1,Horario_3_3,301-C,25
GCS546_1,Horario_3_4,301-C,25
GCS546_1,Horario_3_5,301-C,25
GCS547_1,Horario_6_2,304-A,25
GCS547_1,Horario_6_3,304-A,25
GCS547_1,Horario_6_4,304-A,25
GCS547_1,Horario_6_5,304-A,25
GCS548_1,Horario_4_2,207-A,25
GCS548_1,Horario_4_3,207-A,25
GCS548_1,Horario_4_4,207-A,25
GCS548_1,Horario_4_5,207-A,25
GCS549_1,Horario_3_13,301-C,25
GCS549_1,Horario_3_14,301-C,25
GCS549_1,Horario_3_15,301-C,25
GCS549_1,Horario_3_16,301-C,25
GCS550_1,Horario_2_13,305-B,25
GCS550_1,Horario_2_14,305-B,25
GCS550_1,Horario_2_15,305-B,25
GCS550_1,Horario_2_16,305-B,25
GCS551_1,Horario_4_13,308-A,25
GCS551_1,Horario_4_14,308-A,25
GCS551_1,Horario_4_15,308-A,25
GCS551_1,Horario_4_16,308-A,25
GCS552_1,Horario_4_7,208-A,25
GCS552_1,Horario_4_8,208-A,25
GCS552_1,Horario_4_9,208-A,25
GCS552_1,Horario_4_10,208-A,25
GCS552_1,Horario_4_11,208-A,25
GCS552_1,Horario_4_12,208-A,25
GCS552_1,Horario_5_7,208-A,25
GCS552_1,Horario_5_8,208-A,25
GCS552_1,Horario_5_9,208-A,25
GCS552_1,Horario_5_10,208-A,25
GCS552_1,Horario_5_11,208-A,25
GCS552_1,Horario_5_12,208-A,25
GCS554_1,Horario_5_13,210-B,25
GCS554_1,Horario_5_14,210-B,25
GCS554_1,Horario_5_15,210-B,25
GCS554_1,Horario_5_16,210-B,25
GCS556_1,Horario_4_2,307-A,25
GCS556_1,Horario_4_3,307-A,25
GCS556_1,Horario_4_4,307-A,25
GCS556_1,Horario_4_5,307-A,25
GCS566_1,Horario_3_13,301-B,25
GCS566_1,Horario_3_14,301-B,25
GCS566_1,Horario_3_15,301-B,25
GCS566_1,Horario_3_16,301-B,25
GCS573_1,Horario_6_13,201-B,25
GCS573_1,Horario_6_14,201-B,25
GCS573_1,Horario_6_15,201-B,25
GCS573_1,Horario_6_16,201-B,25
GEX094_1,Horario_4_2,207-B,25
GEX094_1,Horario_4_3,207-B,25
GEX094_1,Horario_4_4,207-B,25
GEX094_1,Horario_4_5,207-B,25
GEX210_3,Horario_4_13,205-B,25
GEX210_3,Horario_4_14,205-B,25
GEX210_3,Horario_4_15,205-B,25
GEX210_3,Horario_4_16,205-B,25
GEX212_4,Horario_2_13,LAB-CARTOGRAFIA-C,5
GEX212_4,Horario_2_14,LAB-CARTOGRAFIA-C,5
GEX212_4,Horario_2_15,LAB-CARTOGRAFIA-C,5
GEX212_4,Horario_2_16,LAB-CARTOGRAFIA-C,5
GLA104_3,Horario_5_13,206-B,25
GLA104_3,Horario_5_14,206-B,25
GLA104_3,Horario_5_15,206-B,25
GLA104_3,Horario_5_16,206-B,25
GCA025_1,Horario_3_2,203-A,25
GCA025_1,Horario_3_3,203-A,25
GCA025_1,Horario_3_4,203-A,25
GCA025_1,Horario_3_5,203-A,25
GCA034_1,Horario_4_7,207-A,25
GCA034_1,Horario_4_8,207-A,25
GCA034_1,Horario_4_9,207-A,25
GCA037_1,Horario_5_2,210-B,25
GCA037_1,Horario_5_3,210-B,25
GCA037_1,Horario_5_4,210-B,25
GCA037_1,Horario_5_6,210-B,25
GCA037_2,Horario_5_2,305-B,25
GCA037_2,Horario_5_3,305-B,25
GCA037_2,Horario_5_5,305-B,25
GCA037_2,Horario_5_6,305-B,25
GCA045_1,Horario_6_4,301-B,25
GCA045_1,Horario_6_5,301-B,25
GCA050_1,Horario_5_7,201-A,25
GCA050_1,Horario_5_8,201-A,25
GCA050_1,Horario_5_9,201-A,25
GCA050_1,Horario_5_10,201-A,25
GCA210_1,Horario_2_3,407-A,1
GCA210_1,Horario_2_4,407-A,1
GCA210_2,Horario_2_3,220-C,25
GCA210_2,Horario_2_5,220-C,25
GCA210_3,Horario_5_1,307-A,25
GCA210_3,Horario_5_2,307-A,25
GCA210_3,Horario_5_6,307-A,25
GCA210_4,Horario_5_1,308-A,25
GCA210_4,Horario_5_3,308-A,25
GCA210_4,Horario_5_6,308-A,25
GCA218_1,Horario_2_4,207-A,25
GCA218_1,Horario_2_5,207-A,25
GCA218_2,Horario_4_2,301-C,25
GCA218_2,Horario_4_3,301-C,25
GCA221_1,Horario_4_7,305-A,25
GCA221_1,Horario_4_8,305-A,25
GCA221_1,Horario_4_9,305-A,25
GCA221_1,Horario_4_10,305-A,25
GCA224_1,Horario_2_7,205-B,25
GCA224_1,Horario_2_8,205-B,25
GCA224_1,Horario_2_9,205-B,25
GCA225_1,Horario_3_13,202-B,25
GCA225_1,Horario_3_14,202-B,25
GCA225_1,Horario_3_15,202-B,25
GCA225_1,Horario_3_16,202-B,25
GCA239_1,Horario_4_1,201-B,25
GCA239_1,Horario_4_2,201-B,25
GCA239_1,Horario_4_3,201-B,25
GCA241_1,Horario_4_7,306-A,75
GCA241_1,Horario_4_8,306-A,75
GCA241_1,Horario_4_9,306-A,75
GCA241_1,Horario_4_10,306-A,75
GCA245_1,Horario_3_2,206-A,25
GCA245_1,Horario_3_3,206-A,25
GCA245_1,Horario_3_4,206-A,25
GCA245_1,Horario_3_5,206-A,25
GCA250_1,Horario_2_3,305-A,25
GCA250_1,Horario_2_4,305-A,25
GCA250_1,Horario_2_5,305-A,25
GCA255_1,Horario_5_7,205-B,25
GCA255_1,Horario_5_8,205-B,25
GCA255_1,Horario_5_9,205-B,25
GCA255_1,Horario_5_10,205-B,25
GCA255_1,Horario_5_11,205-B,25
GCA257_1,Horario_5_1,313-C,25
GCA257_1,Horario_5_2,313-C,25
GCA257_1,Horario_5_3,313-C,25
GCA257_1,Horario_5_4,313-C,25
GCA257_1,Horario_5_5,313-C,25
GCA269_1,Horario_2_4,105-C,80
GCA269_1,Horario_2_5,105-C,80
GCA282_1,Horario_6_9,201-A,25
GCA282_1,Horario_6_10,201-A,25
GCA282_1,Horario_6_12,201-A,25
GCA282_1,Horario_6_13,201-A,25
GCA282_1,Horario_6_14,201-A,25
GCA282_1,Horario_6_15,201-A,25
GCA282_1,Horario_6_16,201-A,25
GCA283_1,Horario_7_1,208-A,25
GCA283_1,Horario_7_2,208-A,25
GCA283_1,Horario_7_3,208-A,25
GCA283_1,Horario_7_4,208-A,25
GCA283_1,Horario_7_5,208-A,25
GCA283_1,Horario_7_6,208-A,25
GCA283_1,Horario_3_7,208-A,25
GCA283_1,Horario_3_8,208-A,25
GCA283_1,Horario_3_9,208-A,25
GCA283_1,Horario_3_10,208-A,25
GCA283_1,Horario_3_11,208-A,25
GCA283_1,Horario_3_12,208-A,25
GCA283_1,Horario_7_7,208-A,25
GCA283_1,Horario_7_8,208-A,25
GCA283_1,Horario_7_9,208-A,25
GCA283_1,Horario_7_10,208-A,25
GCA283_1,Horario_7_11,208-A,25
GCA283_1,Horario_7_12,208-A,25
GCA283_1,Horario_7_13,208-A,25
GCA283_1,Horario_7_14,208-A,25
GCA283_1,Horario_7_15,208-A,25
GCA286_1,Horario_3_7,302-B,25
GCA286_1,Horario_3_8,302-B,25
GCA286_1,Horario_3_9,302-B,25
GCA286_2,Horario_3_7,206-B,25
GCA286_2,Horario_3_10,206-B,25
GCA286_2,Horario_3_11,206-B,25
GCA287_1,Horario_6_7,303-B,25
GCA287_1,Horario_6_8,303-B,25
GCA312_1,Horario_6_1,209-B,25
GCA312_1,Horario_6_2,209-B,25
GCA315_1,Horario_6_7,306-A,75
GCA315_1,Horario_6_8,306-A,75
GCA315_1,Horario_6_9,306-A,75
GCA588_1,Horario_6_3,205-B,25
GCA588_1,Horario_6_4,205-B,25
GCA588_1,Horario_6_5,205-B,25
GCA655_1,Horario_6_3,303-A,25
GCA655_1,Horario_6_4,303-A,25
GCA655_1,Horario_6_5,303-A,25
GCA657_1,Horario_6_2,303-B,25
GCA657_1,Horario_6_3,303-B,25
GCA657_1,Horario_6_4,303-B,25
GCA657_1,Horario_6_5,303-B,25
GCA675_1,Horario_6_3,206-A,25
GCA675_1,Horario_6_4,206-A,25
GCA675_1,Horario_6_5,206-A,25
GCB030_1,Horario_2_1,202-B,25
GCB030_1,Horario_2_2,202-B,25
GCB030_1,Horario_2_3,202-B,25
GCB054_1,Horario_4_4,210-B,25
GCB054_1,Horario_4_5,210-B,25
GCB056_4,Horario_5_4,209-B,25
GCB056_4,Horario_5_5,209-B,25
GCB056_4,Horario_3_7,209-B,25
GCB056_4,Horario_3_8,209-B,25
GCB056_4,Horario_3_11,209-B,25
GCB056_5,Horario_5_4,308-A,25
GCB056_5,Horario_5_5,308-A,25
GCB056_5,Horario_3_9,308-A,25
GCB056_5,Horario_3_10,308-A,25
GCB056_5,Horario_3_11,308-A,25
GCB107_1,Horario_4_1,310-B,25
GCB107_1,Horario_4_2,310-B,25
GCB107_1,Horario_4_3,310-B,25
GCB107_1,Horario_4_4,310-B,25
GCB130_1,Horario_4_4,305-A,25
GCB130_1,Horario_4_5,305-A,25
GCH008_1,Horario_5_7,305-A,25
GCH008_1,Horario_5_8,305-A,25
GCH008_1,Horario_5_9,305-A,25
GCH008_1,Horario_5_10,305-A,25
GCH008_1,Horario_5_11,305-A,25
GCH012_1,Horario_3_7,205-A,25
GCH012_1,Horario_3_8,205-A,25
GCH012_1,Horario_3_9,205-A,25
GCH012_1,Horario_3_10,205-A,25
GCH292_3,Horario_5_7,301-B,25
GCH292_3,Horario_5_8,301-B,25
GCH292_3,Horario_5_9,301-B,25
GCH292_3,Horario_5_10,301-B,25
GCH292_3,Horario_5_11,301-B,25
GCS005_1,Horario_2_7,407-A,1
GCS005_1,Horario_2_8,407-A,1
GCS005_1,Horario_2_9,407-A,1
GCS056_1,Horario_3_7,311-C,25
GCS056_1,Horario_3_8,311-C,25
GCS056_1,Horario_3_9,311-C,25
GCS056_1,Horario_3_10,311-C,25
GCS073_1,Horario_4_2,208-A,25
GCS073_1,Horario_4_3,208-A,25
GCS073_1,Horario_4_4,208-A,25
GCS073_1,Horario_4_5,208-A,25
GCS243_1,Horario_2_7,305-B,25
GCS243_1,Horario_2_8,305-B,25
GCS243_1,Horario_2_9,305-B,25
GEX080_1,Horario_5_1,204-A,25
GEX080_1,Horario_5_2,204-A,25
GEX080_1,Horario_5_3,204-A,25
GEX080_1,Horario_5_4,204-A,25
GEX080_1,Horario_5_5,204-A,25
GEX116_1,Horario_2_7,309-A,25
GEX116_1,Horario_2_8,309-A,25
GEX116_1,Horario_2_9,309-A,25
GEX116_2,Horario_2_7,202-A,25
GEX116_2,Horario_2_8,202-A,25
GEX116_2,Horario_2_10,202-A,25
GEX179_1,Horario_6_7,206-B,25
GEX179_1,Horario_6_8,206-B,25
GEX179_1,Horario_6_9,206-B,25
GEX179_1,Horario_6_10,206-B,25
GEX190_1,Horario_6_1,302-A,25
GEX190_1,Horario_6_2,302-A,25
GEX190_1,Horario_6_3,302-A,25
GEX190_1,Horario_6_4,302-A,25
GEX190_2,Horario_6_1,305-A,25
GEX190_2,Horario_6_2,305-A,25
GEX190_2,Horario_6_3,305-A,25
GEX190_2,Horario_6_5,305-A,25
GEX431_1,Horario_3_3,305-A,25
GEX431_1,Horario_3_4,305-A,25
GEX431_1,Horario_3_5,305-A,25
GCH290_5,Horario_4_13,311-C,25
GCH290_5,Horario_4_14,311-C,25
GCH290_5,Horario_4_15,311-C,25
GCH290_5,Horario_4_16,311-C,25
GCH292_2,Horario_4_7,210-B,25
GCH292_2,Horario_4_8,210-B,25
GCH292_2,Horario_4_9,210-B,25
GCH292_2,Horario_4_10,210-B,25
GCH292_2,Horario_4_11,210-B,25
GCH293_2,Horario_2_13,204-A,25
GCH293_2,Horario_2_14,204-A,25
GCH293_2,Horario_2_15,204-A,25
GCH293_2,Horario_2_16,204-A,25
GCS238_2,Horario_3_13,203-A,25
GCS238_2,Horario_3_14,203-A,25
GCS238_2,Horario_3_15,203-A,25
GCS238_2,Horario_3_16,203-A,25
GCS239_2,Horario_2_7,306-A,75
GCS239_2,Horario_2_8,306-A,75
GCS239_2,Horario_2_9,306-A,75
GCS239_2,Horario_2_10,306-A,75
GCS239_2,Horario_2_11,306-A,75
GCS580_1,Horario_3_7,408-A,1
GCS580_1,Horario_3_8,408-A,1
GCS580_1,Horario_3_9,408-A,1
GCS580_1,Horario_5_10,408-A,1
GCS580_1,Horario_5_11,408-A,1
GEN253_1,Horario_2_10,105-C,80
GEN253_1,Horario_2_11,105-C,80
GEN253_1,Horario_3_7,105-C,80
GEN253_1,Horario_3_8,105-C,80
GEN253_1,Horario_3_9,105-C,80
GEN254_1,Horario_3_7,202-A,25
GEN254_1,Horario_3_8,202-A,25
GEN254_1,Horario_3_9,202-A,25
GEN254_1,Horario_5_10,202-A,25
GEN254_1,Horario_5_11,202-A,25
GEX003_1,Horario_5_13,301-A,25
GEX003_1,Horario_5_14,301-A,25
GEX003_1,Horario_5_15,301-A,25
GEX003_1,Horario_5_16,301-A,25
GEX003_2,Horario_5_13,301-B,25
GEX003_2,Horario_5_14,301-B,25
GEX003_2,Horario_5_15,301-B,25
GEX003_2,Horario_5_16,301-B,25
GEX055_1,Horario_5_10,309-A,25
GEX055_1,Horario_5_11,309-A,25
GEX055_1,Horario_6_7,309-A,25
GEX055_1,Horario_6_8,309-A,25
GEX055_1,Horario_6_9,309-A,25
GEX090_1,Horario_4_7,313-C,25
GEX090_1,Horario_4_8,313-C,25
GEX090_1,Horario_4_9,313-C,25
GEX090_1,Horario_6_10,313-C,25
GEX090_1,Horario_6_11,313-C,25
GEX091_1,Horario_3_13,201-B,25
GEX091_1,Horario_3_14,201-B,25
GEX091_1,Horario_3_15,201-B,25
GEX091_1,Horario_3_16,201-B,25
GEX098_1,Horario_2_13,301-C,25
GEX098_1,Horario_2_14,301-C,25
GEX098_1,Horario_2_15,301-C,25
GEX098_1,Horario_2_16,301-C,25
GEX098_2,Horario_2_13,202-A,25
GEX098_2,Horario_2_14,202-A,25
GEX098_2,Horario_2_15,202-A,25
GEX098_2,Horario_2_16,202-A,25
GEX101_1,Horario_2_13,202-B,25
GEX101_1,Horario_2_14,202-B,25
GEX101_1,Horario_2_15,202-B,25
GEX101_1,Horario_2_16,202-B,25
GEX102_1,Horario_3_10,202-A,25
GEX102_1,Horario_3_11,202-A,25
GEX102_1,Horario_5_7,202-A,25
GEX102_1,Horario_5_8,202-A,25
GEX102_1,Horario_5_9,202-A,25
GEX105_1,Horario_2_10,301-A,25
GEX105_1,Horario_2_11,301-A,25
GEX105_1,Horario_5_7,301-A,25
GEX105_1,Horario_5_8,301-A,25
GEX105_1,Horario_5_9,301-A,25
GEX107_1,Horario_5_13,LAB-EST-C,5
GEX107_1,Horario_5_14,LAB-EST-C,5
GEX107_1,Horario_5_15,LAB-EST-C,5
GEX107_1,Horario_5_16,LAB-EST-C,5
GEX108_1,Horario_2_7,207-A,25
GEX108_1,Horario_2_8,207-A,25
GEX108_1,Horario_2_9,207-A,25
GEX108_1,Horario_6_10,207-A,25
GEX108_1,Horario_6_11,207-A,25
GEX1082_1,Horario_4_7,208-B,25
GEX1082_1,Horario_4_8,208-B,25
GEX1082_1,Horario_4_9,208-B,25
GEX1082_1,Horario_5_10,208-B,25
GEX1082_1,Horario_5_11,208-B,25
GEX1083_1,Horario_5_13,306-A,75
GEX1083_1,Horario_5_14,306-A,75
GEX1083_1,Horario_5_15,306-A,75
GEX1083_1,Horario_5_16,306-A,75
GEX110_1,Horario_5_13,LAB-CARTOGRAFIA-C,5
GEX110_1,Horario_5_14,LAB-CARTOGRAFIA-C,5
GEX110_1,Horario_5_15,LAB-CARTOGRAFIA-C,5
GEX110_1,Horario_5_16,LAB-CARTOGRAFIA-C,5
GEX178_1,Horario_2_7,301-A,25
GEX178_1,Horario_2_8,301-A,25
GEX178_1,Horario_4_10,301-A,25
GEX178_1,Horario_4_11,301-A,25
GEX195_1,Horario_4_7,301-A,25
GEX195_1,Horario_4_8,301-A,25
GEX195_1,Horario_4_9,301-A,25
GEX195_1,Horario_6_10,301-A,25
GEX195_1,Horario_6_11,301-A,25
GEX208_1,Horario_3_13,313-C,25
GEX208_1,Horario_3_14,313-C,25
GEX208_1,Horario_3_15,313-C,25
GEX208_1,Horario_3_16,313-C,25
GEX208_2,Horario_3_13,310-B,25
GEX208_2,Horario_3_14,310-B,25
GEX208_2,Horario_3_15,310-B,25
GEX208_2,Horario_3_16,310-B,25
GEX210_2,Horario_6_13,207-A,25
GEX210_2,Horario_6_14,207-A,25
GEX210_2,Horario_6_15,207-A,25
GEX210_2,Horario_6_16,207-A,25
GEX213_1,Horario_4_13,303-A,25
GEX213_1,Horario_4_14,303-A,25
GEX213_1,Horario_4_15,303-A,25
GEX213_1,Horario_4_16,303-A,25
GEX392_1,Horario_3_13,203-B,25
GEX392_1,Horario_3_14,203-B,25
GEX392_1,Horario_3_15,203-B,25
GEX392_1,Horario_3_16,203-B,25
GEX395_1,Horario_2_13,308-A,25
GEX395_1,Horario_2_14,308-A,25
GEX395_1,Horario_2_15,308-A,25
GEX395_1,Horario_2_16,308-A,25
GEX605_1,Horario_2_13,302-C,25
GEX605_1,Horario_2_14,302-C,25
GEX605_1,Horario_2_15,302-C,25
GEX605_1,Horario_2_16,302-C,25
GEX605_2,Horario_3_10,105-C,80
GEX605_2,Horario_3_11,105-C,80
GEX605_2,Horario_5_7,105-C,80
GEX605_2,Horario_5_8,105-C,80
GEX605_2,Horario_5_9,105-C,80
GEX605_3,Horario_3_10,204-A,25
GEX605_3,Horario_3_11,204-A,25
GEX605_3,Horario_5_7,204-A,25
GEX605_3,Horario_5_8,204-A,25
GEX605_3,Horario_5_9,204-A,25
GEX606_1,Horario_5_13,312-C,25
GEX606_1,Horario_5_14,312-C,25
GEX606_1,Horario_5_15,312-C,25
GEX606_1,Horario_5_16,312-C,25
GEX607_1,Horario_4_13,MINIAUDITÓRIO-C,5
GEX607_1,Horario_4_14,MINIAUDITÓRIO-C,5
GEX607_1,Horario_4_15,MINIAUDITÓRIO-C,5
GEX607_1,Horario_4_16,MINIAUDITÓRIO-C,5
GEX608_1,Horario_4_13,207-A,25
GEX608_1,Horario_4_14,207-A,25
GEX608_1,Horario_4_15,207-A,25
GEX608_1,Horario_4_16,207-A,25
GEX609_1,Horario_6_13,209-A,25
GEX609_1,Horario_6_14,209-A,25
GEX609_1,Horario_6_15,209-A,25
GEX609_1,Horario_6_16,209-A,25
GEX612_1,Horario_2_4,208-B,25
GEX612_1,Horario_2_5,208-B,25
GEX612_1,Horario_3_4,208-B,25
GEX612_1,Horario_3_5,208-B,25
GEX612_1,Horario_2_7,208-B,25
GEX612_1,Horario_2_8,208-B,25
GEX612_1,Horario_2_9,208-B,25
GEX612_1,Horario_4_10,208-B,25
GEX612_1,Horario_4_11,208-B,25
GEX613_1,Horario_2_10,203-B,25
GEX613_1,Horario_2_11,203-B,25
GEX613_1,Horario_6_7,203-B,25
GEX613_1,Horario_6_8,203-B,25
GEX613_1,Horario_6_9,203-B,25
GEX613_2,Horario_2_10,208-A,25
GEX613_2,Horario_2_11,208-A,25
GEX613_2,Horario_6_7,208-A,25
GEX613_2,Horario_6_8,208-A,25
GEX613_2,Horario_6_9,208-A,25
GEX614_1,Horario_3_10,201-B,25
GEX614_1,Horario_3_11,201-B,25
GEX614_1,Horario_6_7,201-B,25
GEX614_1,Horario_6_8,201-B,25
GEX614_1,Horario_6_9,201-B,25
GEX616_1,Horario_6_13,105-C,80
GEX616_1,Horario_6_14,105-C,80
GEX616_1,Horario_6_15,105-C,80
GEX616_1,Horario_6_16,105-C,80
GEX617_1,Horario_6_13,208-A,25
GEX617_1,Horario_6_14,208-A,25
GEX617_1,Horario_6_15,208-A,25
GEX617_1,Horario_6_16,208-A,25
GEX618_1,Horario_4_13,204-B,25
GEX618_1,Horario_4_14,204-B,25
GEX618_1,Horario_4_15,204-B,25
GEX618_1,Horario_4_16,204-B,25
GEX635_1,Horario_2_13,302-B,25
